"イキタイ","サ活","サウナ飯","ターゲット","市区町村","施設名","施設タイプ","住所","TEL","HP","定休日","営業時間","料金","URL","CREATE_AT"
"242","1913","70","対象：男女","神奈川県 茅ヶ崎市","野天湯元 湯快爽快 ちがさき","温浴施設（スーパー銭湯・サウナ・スパ施設）","神奈川県 茅ヶ崎市 茅ヶ崎3-2-75","0467-82-4126","http://www.yukaisoukai.com/chi/","-","月曜日: 9時00分～24時00分\n火曜日: 9時00分～24時00分\n水曜日: 9時00分～24時00分\n木曜日: 9時00分～24時00分\n金曜日: 9時00分～24時00分\n土曜日: 9時00分～24時00分\n日曜日: 9時00分～24時00分\n※最終入館23時30分","平日780円\n土休日880円\n平日・土休日とも22時以降は680円","https://sauna-ikitai.com/saunas/2356","2022/08/09 22:57:01"
"242","770","43","対象：男女","福岡県 福岡市","八百治の湯","ホテル・旅館","福岡県 福岡市 博多区博多駅前4-9-2 八百治ビル","092-413-8881","https://www.yaoji.co.jp/spa/","-","【午前】6:30～9:30（最終受付 9:00）【午後】12:00～24:00（最終受付 23:30）","ご宿泊のお客様は無料。\n入浴、サウナ込み\nタオル大小、歯ブラシ、カミソリ付き\n・大人：950円（中学生以上）\n子供：550円（3才以上小学生以下）\n・回数券（11枚つづり）：9,500円\n\n■会員制度\n年会費：500円\n会員料金：850円\n会員ポイント制\n15ポイントで入浴1回無料\n入浴1回 1ポイント\n回数券購入 5ポイント\n会員更新時 15ポイント\n毎月26日 終日2ポイント\n火木17時までに入場で2ポイント\nなど","https://sauna-ikitai.com/saunas/3778","2022/08/09 22:57:05"
"241","774","37","男性専用","東京都 新宿区","サウナホテルニュー大泉 新大久保店","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 新宿区 百人町1-1-10-6","03-3362-9712","http://ooizumi.info/70552/%E6%96%B0%E5%A4%A7%E4%B9%85%E4%BF%9D%E5%BA%97/","-","-","8時間コースは1950円\nショートコースは1400円（早朝 5：00 ～ 昼 12：00までにご入館の方）","https://sauna-ikitai.com/saunas/1794","2022/08/09 22:57:08"
"240","290","84","男性専用","北海道 広尾郡広尾町","Bay Lounge Coffee","その他","北海道 広尾郡広尾町 本通9-2-1","01558-2-4789","https://www.instagram.com/bayloungecoffee/?hl=ja","日曜日","サウナは11時位から最終受付18時位までで21時位まで。営業時間変動ありますから注意してお越しください。\nカフェは\n月曜日: 11時00分～17時00分\n火曜日: 11時00分～17時00分\n水曜日: 11時00分～17時00分\n木曜日: 11時00分～17時00分\n金曜日: 11時00分～17時00分\n土曜日: 11時00分～17時00分\n日曜日: 定休日","1000円(タオル、バスタオル、館内着・ヒゲソリ・歯ブラシ込み)","https://sauna-ikitai.com/saunas/9143","2022/08/09 22:57:11"
"239","538","6","対象：男女","埼玉県 川口市","ふくの湯","銭湯（公衆浴場）","埼玉県 川口市 元郷5-5-19-10","048-223-3246","https://fukuno-yu.jimdofree.com/","-","月曜日: 12時00分～0時00分\n火曜日: 12時00分～0時00分\n水曜日: 12時00分～0時00分\n木曜日: 12時00分～0時00分\n金曜日: 12時00分～0時00分\n土曜日: 9時00分～0時00分\n日曜日: 9時00分～0時00分","入浴料450円\nサウナ（平日 160円 / 土日祭 340円）/ 貸しタオル（50円）/ 貸しバスタオル（150円）/ 手ぶらセット（220円）","https://sauna-ikitai.com/saunas/1568","2022/08/09 22:57:14"
"239","932","40","対象：男女","北海道 帯広市","十勝ガーデンズホテル","温浴施設（スーパー銭湯・サウナ・スパ施設）","北海道 帯広市 西2条南11-16","0155-26-5555","https://www.gardenshotel.jp/","年中無休","午前5:30~午前10:00\n午後2:00~午前2:00","日帰り入浴 880円\n※時間制約あり\n\n※宿泊者は無料","https://sauna-ikitai.com/saunas/5214","2022/08/09 22:57:17"
"238","954","14","対象：男女","東京都 中野区","新越泉","銭湯（公衆浴場）","東京都 中野区 新井5-17-2","03-3386-4917","http://shinetusen.com/","月曜日","月曜日: 定休日\n火曜日: 15時00分～0時00分\n水曜日: 15時00分～0時00分\n木曜日: 15時00分～0時00分\n金曜日: 15時00分～0時00分\n土曜日: 15時00分～0時00分\n日曜日: 15時00分～0時00分","入浴料 480円\nサウナ追加料金 500円(バスタオル付き、申告制でフェイスタオルあり)","https://sauna-ikitai.com/saunas/1723","2022/08/09 22:57:20"
"238","369","6","対象：男女","東京都 江東区","らかん湯","銭湯（公衆浴場）","東京都 江東区 大島2-37-7","03-3684-3775","https://kotomise.jp/shops/%E3%82%89%E3%81%8B%E3%82%93%E6%B9%AF/","月曜日","月曜日: 定休日\n火曜日〜日曜日: 15時～22時","サウナ込の入浴料は780円（大小タオル、ビート板付）。\nPaypayは2021年10月より使用不可に。現金のみ。\n\n漢方薬湯「宝寿湯」は温度低め、身体が吹っ飛びそうな勢い（笑）の気泡風呂、\n座風呂、ビリビリ強力な電気風呂は温度高め\n交互浴もオススメです^^","https://sauna-ikitai.com/saunas/4466","2022/08/09 22:57:23"
"238","21","0","対象：男女","北海道 中川郡豊頃町","十勝アヴァント","その他","北海道 中川郡豊頃町 大津","08094740343","http://tokachi-avanto.jp/","-","ご要望に応じて開催予定","20,000円(税込)/人\nテントサウナ持ち込みの場合、半額でご提供致します。","https://sauna-ikitai.com/saunas/9954","2022/08/09 22:57:25"
"238","231","16","対象：男女","東京都 港区","3Sジブンサウナ","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 港区 西麻布1丁目4-22 プレステージ西麻布 B1F","-","https://3s-jibunsauna.com/","-","8:00～23:10\n（最終受付22:10）","60min 3900yen[1人用]\n80min 4900yen[1人用]\n80min 8400yen[2人用]","https://sauna-ikitai.com/saunas/14338","2022/08/09 22:57:28"
"236","2163","74","対象：男女","千葉県 松戸市","湯楽の里 松戸店","温浴施設（スーパー銭湯・サウナ・スパ施設）","千葉県 松戸市 和名ケ谷947-3","047-303-4126","http://www.yurakirari.com/yura/matudo/","-","月曜日: 9時00分～1時00分\n火曜日: 9時00分～1時00分\n水曜日: 9時00分～1時00分\n木曜日: 9時00分～1時00分\n金曜日: 9時00分～1時00分\n土曜日: 9時00分～1時00分\n日曜日: 9時00分～1時00分","平日　620円\n土日祝は720円\n回数券10枚 5800円\n\n※2022年3月31日より会員料金廃止","https://sauna-ikitai.com/saunas/1583","2022/08/09 22:57:31"
"236","681","25","対象：男女","福岡県 田川郡赤村","赤村ふるさとセンター 源じいの森温泉","温浴施設（スーパー銭湯・サウナ・スパ施設）","福岡県 田川郡赤村 大字赤5251-3","0947-62-2851","http://www.genjii.com/","不定休\n※令和元年12月31日、令和２年1月１日は臨時休館","10時00分～21時00分\n※受付は20時まで","大人(中学生以上):600円\n子供(5歳以上):400円\n※平成筑豊鉄道ご利用の方は、乗車証明書を提出すると100円割引\n\n【ほたる館・ログハウス・ガーデンホーム宿泊の方】\n大人(中学生以上):300円\n子供(5歳以上):200円\n\n【バンガロー・キャンプ場ご利用の方】\n大人(中学生以上):500円\n子供(5歳以上):300円","https://sauna-ikitai.com/saunas/4947","2022/08/09 22:57:34"
"235","1576","77","対象：男女","愛知県 長久手市","名東温泉 花しょうぶ","温浴施設（スーパー銭湯・サウナ・スパ施設）","愛知県 長久手市 丁子田17-13","0561-61-1126","http://www.hanashobu.com/meitou/","-","月曜日: 9時00分～1時00分\n火曜日: 9時00分～1時00分\n水曜日: 9時00分～1時00分\n木曜日: 9時00分～1時00分\n金曜日: 9時00分～2時00分\n土曜日: 9時00分～2時00分\n日曜日: 9時00分～1時00分","平日:720円\n土日祝:820円\n※会員は50円引き\n\n会員登録費は200円。更新料等は無く、カードを失くさない限り永年有効です。\n別途利用料金によってポイントが貯まり、200ポイントから利用可能。","https://sauna-ikitai.com/saunas/2520","2022/08/09 22:57:37"
"235","1196","85","男性専用","大阪府 大阪市","グランドサウナ心斎橋","温浴施設（スーパー銭湯・サウナ・スパ施設）","大阪府 大阪市 中央区西心斎橋2-8-8-12","06-6213-3870","https://www.grand-sauna.com/shinsaibashi/","年中無休","24時間営業","早朝サウナ（05:00-12:00までの間）1300円\n90分サウナコース：1300円\nフリータイムコース（最大15時間）：2100円\n深夜料金（23:00-05:00）：+600円","https://sauna-ikitai.com/saunas/3200","2022/08/09 22:57:41"
"235","893","14","男性専用","東京都 港区","カプセルインミナミ六本木","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 港区 六本木7-15-13","03-5413-8177","http://sauna.meiseikosan.com/roppongi.html","年中無休","24時間","2,400円\n夜10時以降 ナイトタイム4,000円割増","https://sauna-ikitai.com/saunas/8873","2022/08/09 22:57:45"
"234","1694","154","対象：男女","宮城県 仙台市","仙台湯処 サンピアの湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","宮城県 仙台市 若林区蒲町東4-2","022-352-4126","http://sunpia-sendai.jp/onsen/","基本は毎月第一木曜日が休館日。","月曜日: 9時00分～0時00分\n火曜日: 9時00分～0時00分\n水曜日: 9時00分～0時00分\n木曜日: 9時00分～0時00分\n金曜日: 9時00分～0時00分\n土曜日: 9時00分～0時00分\n日曜日: 9時00分～0時00分\n最終入館23時","平日900円(税別）\n土日祝1100円(税別）\n※20:30以降上記料金より10%引き\n※岩盤浴別料金","https://sauna-ikitai.com/saunas/4376","2022/08/09 22:57:48"
"233","924","21","対象：男女","埼玉県 入間市","アクアリゾート いるまの湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","埼玉県 入間市 春日町1-11-10","04-2966-4126","http://www.41-26.com/iruma.html","年中無休","月曜日: 10時00分～0時00分\n火曜日: 10時00分～0時00分\n水曜日: 10時00分～0時00分\n木曜日: 10時00分～0時00分\n金曜日: 10時00分～0時00分\n土曜日: 10時00分～0時00分\n日曜日: 10時00分～0時00分","大人（中学生以上）450円\n中人（小学生）180円\n小人（未就学児）70円","https://sauna-ikitai.com/saunas/1517","2022/08/09 22:57:52"
"231","1161","54","対象：男女","千葉県 船橋市","船橋温泉 湯楽の里","温浴施設（スーパー銭湯・サウナ・スパ施設）","千葉県 船橋市 山手3-4-1","047-495-2626","http://www.yurakirari.com/yura/funabashi/","不定休。HPにて休館日確認可","月曜日: 9時00分～1時00分\n火曜日: 9時00分～1時00分\n水曜日: 9時00分～1時00分\n木曜日: 9時00分～1時00分\n金曜日: 9時00分～1時00分\n土曜日: 9時00分～1時00分\n日曜日: 9時00分～1時00分","(大人)\n平日 800円\n土日祝日 950円\n(ことも)\n平日　400円\n土日祝日　500えん\n\n岩盤浴(フリータイム)　430円\n※館内着、バスタオル付き\n回数券7300円\n（2022/2/1現在）","https://sauna-ikitai.com/saunas/1716","2022/08/09 22:57:56"
"231","963","8","対象：男女","東京都 練馬区","松乃湯","銭湯（公衆浴場）","東京都 練馬区 石神井台7-11-1","03-3920-4005","http://www.m-matsunoyu.com/","月曜日・火曜日\n月曜日、火曜日が祝日の場合は営業","月曜日: 定休日\n火曜日: 定休日\n水曜日: 14時00分～21時00分\n木曜日: 14時00分～21時00分\n金曜日: 14時00分～21時00分\n土曜日: 14時00分～21時00分\n日曜日: 12時00分～21時00分","入浴料 470\nサウナ追加料金 270円\n販売フェイスタオルは100円\nバスタオルは販売、レンタルともにありません","https://sauna-ikitai.com/saunas/4592","2022/08/09 22:58:00"
"231","85","4","対象：男女","神奈川県 逗子市","SHONAN BEACH SAUNA (湘南ビーチサウナ/saunaclub)","その他","神奈川県 逗子市 新宿2-3 逗子海岸海水浴場","なし","https://instagram.com/shonanbeachsauna?utm_medium=copy_link","平日\n※不定休","10:00〜18:00","サウナクラブor撮影等での機材レンタル\n詳しくはお問い合わせください。\nキャンセル料:前日50%、当日100%。\n※雨天、強風時は中止(前日に連絡有)","https://sauna-ikitai.com/saunas/10910","2022/08/09 22:58:03"
"230","965","63","対象：男女","愛知県 名古屋市","ドーミーインPREMIUM名古屋栄 錦鯱の湯","ホテル・旅館","愛知県 名古屋市 中区錦2-20-1","052-231-5489","http://www.hotespa.net/hotels/nagoyasakae/","-","サウナは夜は24:00まで朝は5:00から\n→サウナ夜は25:00までに延長されてました！","-","https://sauna-ikitai.com/saunas/2500","2022/08/09 22:58:07"
"230","1983","110","対象：男女","静岡県 焼津市","笑福の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","静岡県 焼津市 柳新屋241-1","054-620-4126","http://www.shoufukunoyu.jp/","-","月曜日: 6時00分～24時00分\n火曜日: 6時00分～24時00分\n水曜日: 6時00分～24時00分\n木曜日: 6時00分～24時00分\n金曜日: 6時00分～24時00分\n土曜日: 6時00分～24時00分\n日曜日: 6時00分～24時00分","-","https://sauna-ikitai.com/saunas/2858","2022/08/09 22:58:10"
"229","1090","39","対象：男女","石川県 金沢市","金沢ゆめのゆ","温浴施設（スーパー銭湯・サウナ・スパ施設）","石川県 金沢市 藤江南3-26","076-204-2626","http://www.yumenoyu.net/","なし","月曜日: 24 時間営業\n火曜日: 24 時間営業\n水曜日: 24 時間営業\n木曜日: 24 時間営業\n金曜日: 24 時間営業\n土曜日: 24 時間営業\n日曜日: 24 時間営業","・健康ランドコース(タオル、館内着付)\n1000円+税\n→700円でタオルは有料に\n・スーパー銭湯4時間コース→廃止\n550円+税","https://sauna-ikitai.com/saunas/1109","2022/08/09 22:58:13"
